점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정연도,운영여부,데이터기준일자,제공기관코드,제공기관명
세븐일레븐 장대인산점,대전광역시,유성구,30200,대전광역시 유성구 문화원로 49(궁동),대전광역시 유성구 궁동 471-14,36.360064,127.341522,042-824-3153,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
GS25 궁동타운점,대전광역시,유성구,30200,대전광역시 유성구 대학로151번길 45(궁동),대전광역시 유성구 궁동 410-1,36.362634,127.350003,042-824-7119,대전유성경찰서 도룡지구대,,Y,2026-01-13,3670000,대전광역시 유성구
GS25 로데오점,대전광역시,유성구,30200,"대전광역시 유성구 대학로151번길 18, 1호(궁동)",대전광역시 유성구 궁동 425-15,36.361437,127.350291,042-824-0640,대전유성경찰서 도룡지구대,,N,2026-01-13,3670000,대전광역시 유성구
GS25 대전대림점,대전광역시,유성구,30200,대전광역시 유성구 농대로 17(궁동),대전광역시 유성구 궁동 405-11,36.362181,127.352959,042-824-1924,대전유성경찰서 도룡지구대,,Y,2026-01-13,3670000,대전광역시 유성구
이마트24 대전궁동점,대전광역시,유성구,30200,대전광역시 유성구 궁동로18번길 58(궁동),대전광역시 유성구 궁동 409-1,36.362636,127.350504,042-824-7771,대전유성경찰서 도룡지구대,,Y,2026-01-13,3670000,대전광역시 유성구
CU 궁동로데오점점,대전광역시,유성구,30200,"대전광역시 유성구 궁동로18번길 17, 1층(궁동)",대전광역시 유성구 궁동 395-10,36.362931,127.348373,042-824-9468,대전유성경찰서 도룡지구대,,Y,2026-01-13,3670000,대전광역시 유성구
GS25 궁동자연점,대전광역시,유성구,30200,"대전광역시 유성구 궁동로 49, 101호(궁동, 자연아파트상가)",대전광역시 유성구 궁동 393-3,36.36430091,127.3502989,042-822-2521,대전유성경찰서 도룡지구대,,Y,2026-01-13,3670000,대전광역시 유성구
GS25 유성중앙점,대전광역시,유성구,30200,대전광역시 유성구 온천북로33번길 36-38(봉명동),대전광역시 유성구 봉명동 642-2,36.358132,127.349282,042-825-2629,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
CU 유성타운점,대전광역시,유성구,30200,"대전광역시 유성구 온천북로33번길 21-4, 1층(봉명동, 스타트타워)",대전광역시 유성구 봉명동 630-5,36.357992,127.346732,042-824-1191,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
CSPACE 유성봉명점,대전광역시,유성구,30200,대전광역시 유성구 온천로 80(봉명동),대전광역시 유성구 봉명동 546-4,36.354584,127.346482,042-824-0535,대전유성경찰서 유성지구대,,N,2026-01-13,3670000,대전광역시 유성구
GS25 유성파크,대전광역시,유성구,30200,"대전광역시 유성구 온천로 60, 1층(봉명동, 사이언스타운주상복합)",대전광역시 유성구 봉명동 549-1,36.354582,127.3443059,042-824-7657,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
GS25 봉명스카이점,대전광역시,유성구,30200,대전광역시 유성구 문화원로 111(봉명동),대전광역시 유성구 봉명동 640-4,36.3590429,127.3482387,042-825-0871,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
세븐일레븐 유성센터점,대전광역시,유성구,30200,대전광역시 유성구 대학로 53(봉명동),대전광역시 유성구 봉명동 606-1,36.358503,127.342828,042-824-2333,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
GS25 유성스카이점,대전광역시,유성구,30200,대전광역시 유성구 대학로 49(봉명동),대전광역시 유성구 봉명동 606-2,36.35820106,127.3426776,042-826-6130,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
GS25 유성대온장점,대전광역시,유성구,30200,"대전광역시 유성구 계룡로87번길 50, 1층(봉명동)",대전광역시 유성구 봉명동 535-8,36.356216,127.341532,042-823-2505,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
오렌지마트,대전광역시,유성구,30200,대전광역시 유성구 계룡로141번길 14-5(봉명동),대전광역시 유성구 봉명동 544-15,36.35329787,127.346704,042-825-5255,대전유성경찰서 유성지구대,,N,2026-01-13,3670000,대전광역시 유성구
GS25 대전미라클점,대전광역시,유성구,30200,"대전광역시 유성구 계룡로105번길 20, 101호(봉명동, 케이타운)",대전광역시 유성구 봉명동 550-9,36.35422025,127.343101,042-826-2829,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
세븐일레븐 유성온천역점,대전광역시,유성구,30200,"대전광역시 유성구 계룡로 92, 1층 108호(봉명동, 유성CJ나인파크)",대전광역시 유성구 봉명동 553-2,36.35347404,127.3405936,042-824-2590,대전유성경찰서 유성지구대,,Y,2026-01-13,3670000,대전광역시 유성구
세븐일레븐 계산경명대로점,인천광역시,계양구,28245,인천광역시 계양구 경명대로 1029,인천광역시 계양구 계산동 932-23,37.543901,126.721192,032-544-5982,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 작전동보점,인천광역시,계양구,28245,인천광역시 계양구 아나지로 311 상가동 105호,인천광역시 계양구 작전동 388-2,37.526278,126.727570,032-555-4792,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 효성신화점,인천광역시,계양구,28245,인천광역시 계양구 새풀로 7번길 37,인천광역시 계양구 효성동 602-1,37.524275,126.695808,032-551-2344,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 효성중앙점,인천광역시,계양구,28245,인천광역시 계양구 효서로 62,인천광역시 계양구 효성동 511-2,37.527649,126.702597,032-545-5487,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 효성1동점,인천광역시,계양구,28245,인천광역시 계양구 봉오대로531번길 33,인천광역시 계양구 효성동 97,37.533656,126.707260,032-548-7779,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 효성샘터점,인천광역시,계양구,28245,인천광역시 계양구 새벌로171번길 5,인천광역시 계양구 효성동 8-20,37.532144,126.716765,,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 임학역점,인천광역시,계양구,28245,인천광역시 계양구 장제로 865,인천광역시 계양구 임학동 67-13,37.544537,126.737904,032-556-8463,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 인천임학점,인천광역시,계양구,28245,인천광역시 계양구 임학동로 17 101호,인천광역시 계양구 임학동 65-11,37.544094,126.735246,032-549-6376,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 작전중앙점,인천광역시,계양구,28245,"인천광역시 계양구 오조산로 1, 106호",인천광역시 계양구 작전동 911-7,37.530938,126.737815,032-554-3133,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
GS25 작전초교점,인천광역시,계양구,28245,인천광역시 계양구 주부토로 447 (작전동),인천광역시 계양구 작전동 859-4,37.534105,126.727702,,인천계양경찰서,2019,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 인천계산중앙점,인천광역시,계양구,28245,인천광역시 계양구 하느재로 6번길 30-1 (계산동),인천광역시 계양구 계산동 927-15,37.544716,126.727278,,인천계양경찰서,2019,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 작전점,인천광역시,계양구,28245,인천광역시 계양구 까치말로6번길 22 (작전동),인천광역시 계양구 작전동 632-14,37.526439,126.738429,,인천계양경찰서,2019,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 계양한라점,인천광역시,계양구,28245,인천광역시 계양구 주부토로 541,인천광역시 계양구 계산동 947,37.542522,126.728037,032-544-0711,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 인천효성백영점,인천광역시,계양구,28245,인천광역시 계양구 길마로11번길 1,인천광역시 계양구 효성동 101-46,37.533977,126.706585,032-548-6597,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
CU 계산하이베라스점,인천광역시,계양구,28245,인천광역시 계양구 계산새로71,인천광역시 계양구 계산동 1062,37.538782,126.735817,032-555-5879,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 인천용종점,인천광역시,계양구,28245,인천광역시 계양구 오조산로89번길 12,인천광역시 계양구 용종동 209-6,37.539103,126.737606,032-556-4567,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 작전중앙점,인천광역시,계양구,28245,인천광역시 계양구 봉오대로 733,인천광역시 계양구 작전동 98-3,37.530801,126.730532,032-515-2141,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 계양동양중앙점,인천광역시,계양구,28245,인천광역시 계양구 당미2길 9,인천광역시 계양구 동양동 623-7,37.560277,126.756792,032-541-7119,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 인천동양중앙점,인천광역시,계양구,28245,인천광역시 계양구 양지로 37,인천광역시 계양구 동양동 604-2,37.562107,126.754907,032-555-5078,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 계양은영점,인천광역시,계양구,28245,인천광역시 계양구 도두리로6번길 15,인천광역시 계양구 작전동 905-12,37.532512,126.734921,032-547-0821,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 인천임학점,인천광역시,계양구,28245,인천광역시 계양구 임학동로 43,인천광역시 계양구 임학동 66,37.545884,126.737012,032-549-0697,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 인천박촌본점,인천광역시,계양구,28245,인천광역시 계양구 장제로995번길 18 101,인천광역시 계양구 박촌동 317,37.554361,126.743485,032-541-2090,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 작전현대점,인천광역시,계양구,28245,인천광역시 계양구 작전동 효서로 377 221-103,인천광역시 계양구 작전동 580,37.527868,126.739221,032-556-7771,인천계양경찰서,2018,Y,2026-01-15,3550000,인천광역시 계양구
GS25 효성동원점,인천광역시,계양구,28245,인천광역시 계양구 안남로519번길 7 1층,인천광역시 계양구 효성동 232-1,37.529015,126.710302,,인천계양경찰서,2022,Y,2026-01-15,3550000,인천광역시 계양구
GS25 뉴효성본점,인천광역시,계양구,28245,인천광역시 계양구 봉오대로518번길 14,인천광역시 계양구 효성동 180-10,37.528642,126.706757,,인천계양경찰서,2022,Y,2026-01-15,3550000,인천광역시 계양구
이마트24 임학서로점,인천광역시,계양구,28245,인천광역시 계양구 임학서로42번길 1,인천광역시 계양구 임학동 35-17,37.546650,126.732133,,인천계양경찰서,2022,Y,2026-01-15,3550000,인천광역시 계양구
GS25 임학서로점,인천광역시,계양구,28245,"인천광역시 계양구 임학서로 28, 1층",인천광역시 계양구 임학동 47-22,37.545435,126.732578,,인천계양경찰서,2022,Y,2026-01-15,3550000,인천광역시 계양구
이마트24 경인교대점,인천광역시,계양구,28245,인천광역시 계양구 향교로5번길 2,인천광역시 계양구 계산동 983-30,37.538609,126.719576,,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
CU 계양구청점,인천광역시,계양구,28245,인천광역시 계양구 오조산로45번길 7,인천광역시 계양구 계산동 1083-8,37.534896,126.737733,032-541-6042,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
CU 계산삼보점,인천광역시,계양구,28245,"인천광역시 계양구 주부토로 530, 101호",인천광역시 계양구 계산동 337-12,37.541306,126.728467,,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 계산새길로점,인천광역시,계양구,28245,인천광역시 계양구 계산로100번길 1,인천광역시 계양구 계산동 988-21,37.537387,126.723414,,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 계산중앙점,인천광역시,계양구,28245,인천광역시 계양구 계산천동로 43,인천광역시 계양구 계산동 964-73,37.537503,126.727063,032-555-2141,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
세븐일레븐 인천교대점,인천광역시,계양구,28245,"인천광역시 계양구 계양대로 175, 1층",인천광역시 계양구 계산동 973-13,37.539551,126.722192,032-546-3985,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
GS25 계양구청점,인천광역시,계양구,28245,인천광역시 계양구 계산새로 93 밀레니엄프라자,인천광역시 계양구 용종동 211-4,37.538162,126.738505,,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
PLUS25 계산점,인천광역시,계양구,28245,인천광역시 계양구 장제로 758,인천광역시 계양구 계산동 1074-7,37.535349,126.734544,032-547-4472,인천계양경찰서,2021,Y,2026-01-15,3550000,인천광역시 계양구
이마트24 동양타운점,인천광역시,계양구,28245,인천광역시 계양구 당미1길 35,인천광역시 계양구 동양동 632-4,37.559741,126.759917,032-555-6760,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
CU 현대미래로점,인천광역시,계양구,28245,인천광역시 계양구 장군봉길 12,인천광역시 계양구 귤현동 489,37.569561,126.749277,032-556-8775,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
CU 계양장기점,인천광역시,계양구,28245,인천광역시 계양구 황어로 134번길 11,인천광역시 계양구 장기동 144-7,37.578954,126.736298,032-552-2058,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
CU 작전공단점,인천광역시,계양구,28245,인천광역시 계양구 아나지로 417,인천광역시 계양구 작전동 680-6,37.525820,126.738771,032-545-1139,인천계양경찰서,2020,Y,2026-01-15,3550000,인천광역시 계양구
